Full Name,Employment Sector,Job Title,Current Monthly Salary (USD),Total Previous Loans,Active Loans,Total Outstanding Balance (USD),Avg Loan Amount (USD),Common Loan Reason,Historical Return Rate (%),Days Past Due (Max),MFI Diversity Score,Risk Label
Musa B. Bhebhe,Agriculture,Farm Manager,346,0,1,762,1110,Medical,97,0,1,Low
Itayi H. Hlongwane,Agriculture,Tobacco Smallholder,429,4,2,1510,648,Input Financing,94,27,2,Medium
Tendai F. Sibanda,Transport,Kombi Driver,581,10,5,1569,271,Input Financing,97,0,3,Low
Sizo L. Zuma,Health,Medical Officer,2153,9,4,3576,1093,Small Business,87,21,2,Medium
Tariro Nyathi 703,Agriculture,Tobacco Smallholder,763,10,4,2692,714,Emergency,98,0,2,Low
Simba R. Bhebhe,Transport,Logistics,382,9,5,5968,1182,Utility Debt,87,6,4,Medium
Farai Zuma 704,Agriculture,Agro-dealer,841,1,0,0,837,Small Business,93,11,4,Medium
Simba P. Mutambara,Public Sector,ZIMRA Officer,946,7,5,1932,582,Medical,97,0,2,Low
Vimbai Zuma 705,Agriculture,Farm Manager,586,9,3,1773,918,Small Business,84,50,5,High
Enock Z. Moyo,Public Sector,ZIMRA Officer,602,3,3,1531,540,Asset Financing,56,105,3,High
Farai Q. Chikore,Health,Lab Tech,2080,10,5,3434,859,School Fees,80,62,4,High
Nyasha Ncube 706,Education,Lecturer,1312,5,4,2614,655,School Fees,87,14,2,Medium
Takudzwa D. Gumbo,Public Sector,ZRP Sergeant,621,10,4,2597,826,Utility Debt,98,0,3,Low
Tendai Gumbo 707,Mining,Driller,2171,5,6,4005,940,Medical,98,0,2,Low
Tinashe M. Moyo,Manufacturing,Line Supervisor,685,6,0,0,936,Emergency,100,5,2,Low
Rufaro E. Chikore,Health,Medical Officer,984,6,5,6114,1137,Asset Financing,88,21,3,Medium
Sizo Mpofu 708,Education,Department Head,863,7,4,3462,983,Asset Financing,94,21,3,Medium
Sizo E. Masinga,Manufacturing,Line Supervisor,938,4,5,745,263,Input Financing,96,0,3,Low
Tendai Muzenda 709,Health,Medical Officer,1896,4,0,0,760,Utility Debt,93,8,4,Medium
Tendai Q. Muzenda,Health,Lab Tech,1344,1,1,372,704,Solar Equipment,99,0,1,Low
Enock A. Mpofu,Education,Lecturer,1741,2,2,1702,738,School Fees,99,0,1,Low
Tariro Sibanda 710,Public Sector,ZIMRA Officer,717,2,3,1995,668,School Fees,100,0,1,Low
Tatenda K. Nyathi,Agriculture,Farm Manager,569,7,2,885,407,Small Business,98,0,3,Low
Musa W. Mutambara,Retail,Merchandiser,536,9,0,0,178,Emergency,90,9,3,Medium
Chengetai Mutambara 711,Health,Nurse,1903,10,1,666,818,Utility Debt,72,84,5,High
Enock A. Dube,Mining,Underground Supervisor,1634,1,0,0,825,Utility Debt,99,0,2,Low
Vimbai Sibanda 712,Manufacturing,Line Supervisor,527,5,1,546,792,Input Financing,72,56,5,High
Simba D. Moyo,Agriculture,Agro-dealer,315,5,5,4697,1084,Medical,94,25,3,Medium
Nomsa Muzenda 713,Public Sector,Customs Clerk,336,3,3,2504,1198,Small Business,90,24,3,Medium
Chipo F. Ndlovu,Public Sector,ZRP Sergeant,609,1,2,403,358,Home Improvement,99,0,1,Low
Sizo W. Phiri,Education,Lecturer,1803,0,1,631,879,Medical,65,108,5,High
Takudzwa F. Mwenje,Agriculture,Tobacco Smallholder,434,2,2,765,485,School Fees,97,0,2,Low
Njabulo U. Makoni,Manufacturing,Welder,846,6,6,1172,243,School Fees,75,99,5,High
Farai J. Sibanda,Manufacturing,Factory Hand,901,5,0,0,847,Emergency,98,0,2,Low
Nyasha Z. Maphosa,Manufacturing,Factory Hand,602,7,5,3868,756,Input Financing,99,0,1,Low
Rudo Z. Moyo,Public Sector,ZRP Sergeant,872,1,0,0,849,Small Business,51,42,5,High
Musa T. Nyathi,Public Sector,ZIMRA Officer,978,2,0,0,407,Input Financing,54,117,5,High
Tinashe Zhuwao 714,Health,Nurse,2056,4,3,543,173,Home Improvement,95,24,2,Medium
Chipo D. Zhuwao,Health,Pharmacist Assistant,1346,6,6,3639,613,Input Financing,98,0,2,Low
Rufaro C. Ncube,Education,Lecturer,2132,4,0,0,696,Home Improvement,95,13,2,Medium
Chipo T. Marembo,Manufacturing,Line Supervisor,295,9,4,2216,619,Input Financing,86,5,3,Medium
Rudo S. Moyo,Agriculture,Tobacco Smallholder,621,0,1,847,1110,Small Business,99,0,3,Low
Tinashe P. Dube,Transport,Logistics,969,7,5,4237,1155,Home Improvement,88,8,4,Medium
Tatenda E. Nyathi,Education,Principal,1032,10,3,858,483,Small Business,91,12,4,Medium
Kuda J. Tshuma,Manufacturing,Factory Hand,682,1,0,0,772,Utility Debt,53,67,3,High
Musa Q. Muzenda,Health,Lab Tech,1839,8,3,1114,397,Small Business,98,0,2,Low
Rufaro R. Khumalo,Transport,Kombi Driver,877,0,0,0,807,Home Improvement,92,14,4,Medium
Simba Y. Zuma,Manufacturing,Line Supervisor,547,3,3,752,343,School Fees,99,0,2,Low
Chipo G. Makoni,Education,Lecturer,1022,2,1,284,472,Input Financing,88,27,2,Medium
Anesu O. Ncube,Public Sector,ZIMRA Officer,844,0,0,0,654,Medical,98,0,2,Low
Tariro B. Mpofu,Mining,Underground Supervisor,2169,3,3,1759,718,School Fees,98,0,3,Low
Simba Z. Zuma,Public Sector,Admin Secretary,383,7,3,2701,865,Emergency,86,28,3,Medium
Kuda Mwenje 715,Mining,Underground Supervisor,1961,1,2,929,791,Home Improvement,87,14,3,Medium
Blessing P. Moyo,Education,Department Head,1907,2,0,0,671,Emergency,97,0,2,Low
Enock Nyathi 716,Manufacturing,Welder,319,7,1,803,803,Emergency,88,7,3,Medium
Musa D. Mutambara,Retail,Buyer,857,5,4,3253,872,Input Financing,97,0,1,Low
Anesu F. Mutasa,Health,Nurse,1124,7,6,5855,1176,Utility Debt,96,0,1,Low
Kudakwashe Bhebhe 717,Retail,Merchandiser,702,7,6,3821,776,Asset Financing,89,24,2,Medium
Chipo Q. Mpofu,Transport,Logistics,794,1,2,1253,672,Medical,98,0,2,Low
Tinashe S. Madzima,Transport,Logistics,777,1,2,823,393,Small Business,95,14,3,Medium
Rudo P. Mwenje,Public Sector,Customs Clerk,494,1,0,0,311,Asset Financing,97,0,2,Low
Tendai K. Bhebhe,Retail,Shop Assistant,414,2,3,1582,861,Medical,98,0,3,Low
Anesu W. Ncube,Education,Principal,2089,10,1,682,661,School Fees,98,0,1,Low
Munyaradzi E. Moyo,Mining,Driller,915,7,1,361,599,Asset Financing,96,0,3,Low
Dumisani O. Khumalo,Transport,Logistics,569,10,1,515,430,Solar Equipment,69,72,4,High
Enock H. Moyo,Manufacturing,Welder,547,8,4,3213,727,Input Financing,96,0,2,Low
Kudakwashe N. Zhuwao,Education,Principal,2131,2,2,2455,1130,School Fees,89,11,3,Medium
Vimbai H. Chikore,Agriculture,Tobacco Smallholder,279,6,3,2856,1099,Home Improvement,98,0,2,Low
Tinashe C. Phiri,Health,Lab Tech,1806,3,2,1729,872,Home Improvement,96,0,2,Low
Dumisani Chuma 718,Education,Principal,1964,5,6,5982,995,Asset Financing,100,0,1,Low
Dumisani N. Chidambaram,Agriculture,Tobacco Smallholder,962,6,5,3871,671,Emergency,97,0,3,Low
Anesu R. Mhlanga,Agriculture,Tobacco Smallholder,923,1,0,0,811,Emergency,96,5,3,Low
Kudakwashe H. Chuma,Agriculture,Tobacco Smallholder,326,0,1,753,1093,Utility Debt,97,0,2,Low
Musa Maphosa 719,Health,Medical Officer,1881,0,1,699,767,Emergency,92,27,3,Medium
Takudzwa O. Zuma,Agriculture,Tobacco Smallholder,584,4,5,1468,542,Emergency,98,0,2,Low
Kuda I. Makoni,Agriculture,Tobacco Smallholder,898,6,0,0,384,Asset Financing,98,0,3,Low
Thabo Bhebhe 720,Transport,Kombi Driver,428,7,5,2340,562,Medical,52,106,5,High
Dumisani Maphosa 721,Health,Medical Officer,2068,4,1,470,451,Input Financing,96,3,1,Low
Enock E. Masinga,Education,Department Head,1514,0,1,422,478,Home Improvement,86,24,4,Medium
Tatenda C. Nyathi,Health,Medical Officer,1244,3,2,934,401,Emergency,100,0,1,Low
Tariro Q. Muzenda,Education,Department Head,1304,6,5,999,180,School Fees,90,12,2,Medium
Tinashe W. Madzima,Health,Nurse,982,4,1,361,308,Input Financing,89,9,4,Medium
Tendai Maphosa 722,Manufacturing,Factory Hand,307,4,1,583,624,Asset Financing,86,20,4,Medium
Chipo N. Tshuma,Public Sector,ZRP Sergeant,940,1,0,0,756,Home Improvement,89,25,2,Medium
Nyasha Makoni 723,Education,Department Head,1761,3,4,1023,308,Medical,96,0,1,Low
Chipo U. Makoni,Retail,Buyer,410,2,3,879,371,Small Business,99,0,3,Low
Rufaro K. Chidambaram,Retail,Shop Assistant,683,2,2,214,188,Input Financing,65,123,4,High
Chipo Y. Makoni,Transport,Logistics,448,6,3,636,371,Input Financing,100,0,3,Low
Vimbai L. Chidambaram,Education,Lecturer,2158,10,0,0,626,Small Business,88,28,4,Medium
Gugulethu Z. Phiri,Education,Teacher,1140,0,1,566,1019,Emergency,96,0,1,Low
Tinashe Q. Marembo,Public Sector,ZIMRA Officer,820,8,1,142,278,School Fees,98,2,1,Low
Tatenda O. Bhebhe,Agriculture,Farm Manager,343,5,1,593,748,Medical,84,56,4,High
Makanaka R. Mutambara,Health,Medical Officer,897,3,1,696,986,Input Financing,92,7,3,Medium
Anesu I. Makoni,Retail,Shop Assistant,897,3,1,215,282,Medical,93,7,3,Medium
Rufaro Y. Sithole,Public Sector,ZIMRA Officer,816,0,1,712,960,Input Financing,98,0,2,Low
Sizo F. Moyo,Public Sector,Admin Secretary,427,9,0,0,1192,Asset Financing,91,6,2,Medium
Tapiwa Q. Dube,Mining,Shift Boss,2120,2,2,1455,858,Small Business,93,30,3,Medium
Farai N. Mhlanga,Health,Nurse,1717,1,2,1173,623,Asset Financing,93,14,2,Medium
Munyaradzi T. Tshuma,Retail,Merchandiser,967,8,5,1360,479,Solar Equipment,98,0,1,Low
Rudo W. Mhlanga,Health,Lab Tech,1823,2,1,443,400,Emergency,93,12,4,Medium
Makanaka N. Mwenje,Transport,Logistics,962,10,4,5297,1125,Home Improvement,99,0,3,Low
Gugulethu C. Ncube,Retail,Merchandiser,806,3,1,1174,1125,Utility Debt,67,127,5,High
Sizo M. Marembo,Public Sector,Teacher,891,9,1,450,836,Emergency,98,0,1,Low
Tapiwa U. Sibanda,Transport,Kombi Driver,869,1,2,697,301,Input Financing,95,29,3,Medium
Enock K. Mhlanga,Manufacturing,Welder,890,10,2,1285,904,Home Improvement,99,0,2,Low
Tatenda Z. Mpofu,Public Sector,Customs Clerk,349,7,3,639,200,Emergency,61,47,3,High
Makanaka O. Makoni,Retail,Merchandiser,740,7,1,296,549,Home Improvement,98,0,2,Low
Musa O. Moyo,Public Sector,ZRP Sergeant,957,6,2,1327,1121,Small Business,69,126,5,High
Rufaro E. Mpofu,Mining,Driller,1379,6,1,858,921,Home Improvement,99,0,2,Low
Panashe G. Makoni,Manufacturing,Welder,556,2,2,642,300,Input Financing,96,5,3,Low
Blessing Y. Masinga,Transport,Logistics,662,8,2,498,360,Small Business,90,23,3,Medium
Chengetai C. Makoni,Health,Pharmacist Assistant,1457,4,1,1149,1129,Emergency,98,0,3,Low
Simba I. Dube,Mining,Driller,820,8,3,1704,540,Utility Debt,54,117,4,High
Dumisani Y. Zuma,Transport,Kombi Driver,856,9,6,3735,869,Utility Debt,69,133,5,High
Munyaradzi J. Masinga,Transport,Logistics,554,10,6,4505,634,Medical,95,25,2,Medium
Nomsa H. Madzima,Manufacturing,Line Supervisor,873,8,5,2810,1123,Solar Equipment,99,0,1,Low
Panashe M. Phiri,Transport,Kombi Driver,399,3,1,529,444,Medical,93,6,3,Medium
Tariro J. Mutasa,Agriculture,Tobacco Smallholder,385,6,3,1409,863,Asset Financing,97,0,1,Low
Vimbai R. Chikore,Retail,Buyer,877,2,1,975,907,Small Business,86,19,4,Medium
Kuda Makoni 724,Retail,Buyer,450,6,4,2532,749,Utility Debt,98,0,1,Low
Tendai P. Mutasa,Agriculture,Farm Manager,359,4,4,544,203,Medical,78,58,5,High
Nyasha Z. Mutambara,Mining,Driller,934,5,2,1250,935,Solar Equipment,90,27,3,Medium
Tendai Zhuwao 725,Education,Teacher,1452,5,5,2977,587,Utility Debt,98,5,2,Low
Thabo L. Sibanda,Mining,Underground Supervisor,962,7,6,905,179,Input Financing,97,0,2,Low
Tariro P. Mwenje,Health,Lab Tech,1960,8,1,515,818,Medical,96,0,1,Low
Itayi A. Mutambara,Transport,Kombi Driver,455,7,0,0,1022,Solar Equipment,57,140,4,High
Thabo L. Muzenda,Retail,Buyer,603,10,2,220,160,Small Business,98,0,1,Low
Munyaradzi B. Zuma,Transport,Kombi Driver,811,8,3,2256,894,Small Business,99,0,3,Low
Munyaradzi Madzima 726,Retail,Merchandiser,712,8,1,726,619,Utility Debt,98,1,1,Low
Kudakwashe U. Ndlovu,Mining,Driller,1165,10,1,809,882,Input Financing,61,78,4,High
Anesu Z. Khumalo,Health,Lab Tech,1101,8,1,994,1071,Small Business,97,0,1,Low
Takudzwa H. Tshuma,Education,Teacher,1454,10,1,251,440,Emergency,99,0,2,Low
Rufaro Zhuwao 727,Retail,Merchandiser,801,6,2,1802,1180,Asset Financing,96,0,3,Low
Thabo R. Mutambara,Manufacturing,Welder,330,8,4,1446,364,Emergency,100,0,2,Low
Gugulethu K. Zuma,Transport,Logistics,569,5,4,3388,934,Input Financing,97,0,3,Low
Munyaradzi S. Mutambara,Public Sector,Customs Clerk,941,5,2,1948,827,Home Improvement,100,0,3,Low
Dumisani P. Mutasa,Mining,Underground Supervisor,981,5,1,382,485,Utility Debt,100,0,1,Low
Blessing H. Nyathi,Agriculture,Farm Manager,396,0,0,0,669,Utility Debt,98,1,3,Low
Tapiwa Y. Sibanda,Education,Department Head,1583,7,3,1938,594,Emergency,86,14,2,Medium
Enock Zhou 728,Agriculture,Farm Manager,908,7,3,2526,883,Solar Equipment,96,0,1,Low
Tatenda N. Bhebhe,Retail,Shop Assistant,935,5,0,0,867,Utility Debt,63,84,4,High
Kudakwashe F. Zhuwao,Health,Nurse,1578,3,0,0,272,School Fees,99,1,2,Low
Anesu F. Mwenje,Agriculture,Farm Manager,667,7,1,1204,1028,Medical,88,19,3,Medium
Anesu I. Mpofu,Health,Medical Officer,1012,2,3,3680,1075,Input Financing,71,84,4,High
Panashe P. Ncube,Retail,Shop Assistant,313,4,4,1729,784,Small Business,90,9,3,Medium
Musa Muzenda 729,Mining,Shift Boss,1419,0,0,0,519,School Fees,97,0,3,Low
Kudakwashe L. Chidambaram,Health,Medical Officer,1994,1,1,1176,1137,Small Business,96,0,2,Low
Panashe Mpofu 730,Public Sector,Customs Clerk,337,4,0,0,578,Utility Debt,100,0,2,Low
Anesu J. Chikore,Retail,Merchandiser,468,4,2,773,640,Home Improvement,87,30,2,Medium
Tariro P. Hlongwane,Health,Nurse,1926,9,3,1908,666,Asset Financing,96,0,2,Low
Simba S. Ndlovu,Public Sector,ZRP Sergeant,730,6,4,4971,1193,School Fees,87,18,4,Medium
Takudzwa Y. Mutambara,Retail,Buyer,324,1,0,0,787,School Fees,64,104,3,High
Gugulethu M. Hlongwane,Mining,Shift Boss,1154,8,0,0,541,Home Improvement,89,25,3,Medium
Thabo Madzima 731,Public Sector,Customs Clerk,728,10,3,2133,953,Utility Debt,95,12,2,Medium
Takudzwa P. Mutambara,Retail,Buyer,818,6,6,5936,1046,Input Financing,100,0,2,Low
Takudzwa Mutambara 732,Retail,Merchandiser,942,8,6,5176,921,Home Improvement,88,18,3,Medium
Sizo M. Khumalo,Public Sector,Teacher,734,2,1,112,177,Asset Financing,91,23,4,Medium
Enock Y. Dube,Education,Department Head,2000,1,1,1022,1030,Home Improvement,57,95,3,High
Farai Z. Mutambara,Public Sector,Customs Clerk,356,10,6,1972,403,Home Improvement,53,76,5,High
Musa Sithole 733,Manufacturing,Welder,314,7,4,5465,1194,School Fees,99,3,2,Low
Musa Sibanda 734,Manufacturing,Welder,840,2,1,161,262,Home Improvement,97,0,3,Low
Enock M. Zhou,Agriculture,Tobacco Smallholder,838,9,3,1295,682,Home Improvement,98,0,3,Low
Tendai Muzenda 735,Health,Pharmacist Assistant,1217,2,3,2243,876,Utility Debt,96,0,3,Low
Gugulethu G. Madzima,Transport,Logistics,430,4,1,811,826,Utility Debt,96,3,3,Low
Dumisani T. Madzima,Transport,Logistics,253,5,5,1181,328,Solar Equipment,94,25,4,Medium
Anesu V. Hlongwane,Manufacturing,Welder,840,0,1,567,720,Small Business,98,0,1,Low
Tendai F. Ncube,Health,Nurse,1588,7,3,936,604,Small Business,89,16,4,Medium
Musa P. Chidambaram,Public Sector,ZIMRA Officer,996,6,4,4430,978,Input Financing,90,13,4,Medium
Enock C. Zhuwao,Agriculture,Tobacco Smallholder,576,4,4,4764,1197,School Fees,75,38,5,High
Chipo D. Dube,Agriculture,Tobacco Smallholder,331,10,3,960,584,Asset Financing,87,9,4,Medium
Vimbai C. Madzima,Transport,Logistics,976,9,3,535,355,Home Improvement,50,116,5,High
Takudzwa Zhuwao 736,Manufacturing,Line Supervisor,306,8,3,3276,1110,Emergency,100,0,3,Low
Tariro Q. Khumalo,Mining,Underground Supervisor,1753,8,4,1557,446,Small Business,100,0,3,Low
Vimbai W. Mpofu,Public Sector,ZRP Sergeant,596,5,1,592,604,Asset Financing,100,0,1,Low
Farai K. Zhuwao,Transport,Logistics,989,4,1,293,538,Emergency,59,114,4,High
Enock Q. Sibanda,Health,Medical Officer,1000,0,1,718,974,Medical,52,47,3,High
Simba E. Moyo,Education,Teacher,1912,2,1,823,915,School Fees,78,123,5,High
Takudzwa F. Marembo,Agriculture,Farm Manager,791,3,2,450,269,Medical,94,26,3,Medium
Takudzwa Q. Chidambaram,Mining,Shift Boss,1233,5,4,1189,302,Utility Debt,68,37,5,High
Njabulo W. Masinga,Education,Principal,1049,1,0,0,160,Emergency,88,10,3,Medium
Farai I. Zhou,Education,Teacher,1485,4,2,621,297,School Fees,77,56,3,High
Makanaka E. Hlongwane,Education,Lecturer,1953,1,0,0,214,Solar Equipment,100,0,1,Low
Nyasha J. Madzima,Agriculture,Agro-dealer,468,3,4,1598,757,Solar Equipment,89,9,3,Medium
Itayi B. Phiri,Mining,Underground Supervisor,2105,9,5,2451,573,Small Business,100,0,2,Low
Simba Phiri 737,Mining,Driller,1465,5,6,6395,1031,Medical,89,22,4,Medium
Musa G. Moyo,Retail,Merchandiser,750,10,6,3996,1111,Home Improvement,93,20,4,Medium
Chipo Z. Chuma,Retail,Merchandiser,441,4,4,1117,240,Medical,98,0,3,Low
Makanaka A. Mutambara,Education,Lecturer,2158,2,0,0,620,Input Financing,69,93,3,High
Thabo O. Mhlanga,Manufacturing,Factory Hand,284,0,0,0,916,Input Financing,94,7,2,Medium
Takudzwa C. Chuma,Transport,Kombi Driver,515,3,3,2748,1125,Small Business,97,0,3,Low
Blessing Mhlanga 738,Public Sector,ZRP Sergeant,363,6,1,302,285,Emergency,87,22,3,Medium
Nyasha W. Zuma,Public Sector,ZIMRA Officer,802,7,5,3782,788,Home Improvement,83,139,4,High
Kudakwashe B. Zuma,Manufacturing,Line Supervisor,338,4,2,699,593,Medical,99,0,2,Low
Anesu J. Mutambara,Manufacturing,Factory Hand,400,0,0,0,1023,School Fees,97,0,2,Low
Kuda Z. Mutambara,Manufacturing,Factory Hand,423,9,3,3332,1130,Emergency,98,0,1,Low
Vimbai N. Zhuwao,Health,Nurse,1155,5,6,1443,310,Input Financing,80,61,3,High
Panashe Muzenda 739,Manufacturing,Line Supervisor,816,10,0,0,473,Small Business,90,10,2,Medium
Simba I. Ndlovu,Retail,Shop Assistant,429,0,0,0,1038,Utility Debt,94,24,2,Medium
Itayi O. Masinga,Transport,Logistics,550,5,3,878,375,Asset Financing,75,127,4,High
Rudo V. Hlongwane,Agriculture,Farm Manager,960,0,1,314,365,Small Business,100,0,3,Low
Kudakwashe Phiri 740,Public Sector,ZIMRA Officer,799,2,3,2451,893,Utility Debt,80,138,5,High
Chengetai T. Ncube,Education,Lecturer,1967,3,1,781,699,Emergency,98,2,2,Low
Blessing K. Ncube,Mining,Shift Boss,1227,6,0,0,1056,Asset Financing,97,0,2,Low
Dumisani Mwenje 741,Mining,Underground Supervisor,1989,9,3,944,401,Asset Financing,98,0,3,Low
Kudakwashe Mwenje 742,Agriculture,Agro-dealer,430,2,0,0,950,Utility Debt,99,0,2,Low
Rufaro W. Gumbo,Health,Medical Officer,1957,4,5,4380,758,Medical,99,0,2,Low
Tendai Bhebhe 743,Transport,Truck Driver,936,7,6,2236,521,Input Financing,98,5,1,Low
Tapiwa Y. Sithole,Health,Nurse,2103,1,0,0,889,School Fees,98,0,2,Low
Rufaro I. Chidambaram,Public Sector,Admin Secretary,706,10,5,1435,414,Utility Debt,92,20,4,Medium
Takudzwa D. Chuma,Retail,Shop Assistant,705,6,0,0,322,Small Business,89,6,4,Medium
Chipo W. Madzima,Transport,Logistics,320,6,4,2086,519,Medical,89,26,2,Medium
Njabulo P. Phiri,Public Sector,ZRP Sergeant,723,7,6,4501,1112,Small Business,52,36,4,High
Vimbai U. Zhuwao,Education,Principal,1371,6,0,0,674,School Fees,99,0,1,Low
Kuda Mutambara 744,Manufacturing,Factory Hand,454,1,0,0,239,Medical,88,30,4,Medium
Panashe B. Masinga,Retail,Buyer,684,3,1,1043,978,School Fees,92,22,3,Medium
Tariro F. Mwenje,Health,Medical Officer,1037,0,0,0,678,Solar Equipment,74,134,4,High
Rufaro U. Chikore,Transport,Logistics,281,3,4,3757,826,Medical,100,0,2,Low
Rudo C. Sithole,Mining,Underground Supervisor,1061,4,2,1265,1008,Emergency,97,0,3,Low
Kuda B. Bhebhe,Retail,Merchandiser,698,1,2,342,246,Asset Financing,89,20,4,Medium
Makanaka W. Maphosa,Agriculture,Farm Manager,316,6,1,1165,1017,Medical,61,48,4,High
Rufaro S. Chidambaram,Manufacturing,Factory Hand,375,9,4,545,178,Medical,91,12,3,Medium
Chengetai X. Hlongwane,Retail,Shop Assistant,333,4,3,2019,914,School Fees,100,0,1,Low
Kudakwashe Mhlanga 745,Transport,Kombi Driver,805,2,1,697,1046,Home Improvement,100,0,1,Low
Rudo A. Madzima,Manufacturing,Factory Hand,384,2,2,1905,1045,Home Improvement,96,0,1,Low
Musa Maphosa 746,Mining,Underground Supervisor,1759,4,3,2940,1022,Home Improvement,99,0,3,Low
Sizo O. Moyo,Retail,Shop Assistant,614,3,0,0,915,Asset Financing,96,0,1,Low
Takudzwa F. Zhuwao,Manufacturing,Welder,346,2,1,1164,1177,School Fees,98,0,2,Low
Panashe I. Mpofu,Manufacturing,Welder,259,9,0,0,1130,School Fees,87,24,4,Medium
Itayi B. Mwenje,Health,Nurse,2022,5,4,1028,339,Solar Equipment,98,0,2,Low
Sizo G. Nyathi,Public Sector,Teacher,748,0,1,494,709,Emergency,96,0,1,Low
Nomsa B. Khumalo,Manufacturing,Factory Hand,274,0,0,0,785,Small Business,99,0,3,Low
Rufaro Dube 747,Transport,Truck Driver,704,7,4,1298,591,Medical,96,0,1,Low
Takudzwa G. Ncube,Mining,Shift Boss,1172,3,4,3277,1173,Home Improvement,60,125,4,High
Kudakwashe O. Ncube,Transport,Logistics,363,8,0,0,1189,Asset Financing,91,30,3,Medium
Nyasha X. Maphosa,Agriculture,Agro-dealer,981,3,0,0,1137,Medical,98,0,2,Low
Enock I. Mhlanga,Health,Lab Tech,1862,9,6,3096,611,Small Business,91,20,2,Medium
Vimbai S. Makoni,Health,Nurse,1907,4,4,664,287,School Fees,99,0,1,Low
Rudo K. Masinga,Mining,Shift Boss,1606,2,2,553,283,Solar Equipment,96,3,2,Low
Thabo J. Marembo,Mining,Shift Boss,1499,0,1,363,449,School Fees,99,0,3,Low
Gugulethu Mwenje 748,Retail,Buyer,522,7,3,1977,647,Input Financing,63,82,4,High
Vimbai T. Hlongwane,Health,Nurse,1198,9,3,3133,1122,Medical,72,66,3,High
Tapiwa K. Zhuwao,Agriculture,Agro-dealer,376,10,2,1406,862,Asset Financing,99,0,3,Low
Njabulo I. Mutasa,Transport,Kombi Driver,379,9,5,750,222,Utility Debt,90,10,3,Medium
Rudo F. Chuma,Mining,Shift Boss,2006,8,6,2120,623,Utility Debt,96,0,1,Low
Tatenda C. Zuma,Health,Nurse,948,4,0,0,1126,Home Improvement,96,0,1,Low
Farai Mhlanga 749,Retail,Shop Assistant,308,7,6,5997,1015,School Fees,100,0,3,Low
Tariro Mwenje 750,Retail,Shop Assistant,937,5,6,3267,520,Medical,100,0,1,Low
Munyaradzi T. Makoni,Transport,Logistics,388,4,1,435,536,Small Business,94,25,3,Medium
Nyasha V. Masinga,Public Sector,Teacher,523,10,0,0,528,Emergency,100,0,1,Low
Musa Zhuwao 751,Retail,Buyer,656,4,2,964,781,Asset Financing,97,0,2,Low
Takudzwa Marembo 752,Education,Teacher,1238,10,0,0,576,Asset Financing,84,48,4,High
Farai R. Marembo,Retail,Shop Assistant,357,7,0,0,901,Medical,93,24,4,Medium
Tapiwa A. Moyo,Manufacturing,Factory Hand,425,0,0,0,325,Utility Debt,98,0,2,Low
Gugulethu Gumbo 753,Public Sector,Customs Clerk,365,10,3,1024,312,School Fees,95,30,2,Medium
Kudakwashe Bhebhe 754,Manufacturing,Welder,788,0,1,554,648,Medical,86,28,2,Medium
Tinashe G. Sithole,Retail,Shop Assistant,804,1,1,475,436,Medical,88,19,3,Medium
Rudo T. Muzenda,Mining,Driller,1464,7,3,876,576,Utility Debt,56,108,5,High
Tinashe U. Mhlanga,Retail,Buyer,698,6,1,178,348,Home Improvement,99,0,1,Low
Gugulethu Ncube 755,Education,Teacher,1226,8,1,311,452,Emergency,74,147,3,High
Enock X. Mutambara,Agriculture,Agro-dealer,837,3,1,312,375,Medical,100,0,2,Low
Vimbai G. Mutambara,Manufacturing,Welder,882,10,3,1176,753,Input Financing,97,0,3,Low
Tatenda E. Mutasa,Health,Pharmacist Assistant,1647,3,3,1787,1157,Input Financing,100,0,3,Low
Vimbai I. Mhlanga,Agriculture,Agro-dealer,685,8,1,1008,969,Utility Debt,95,16,2,Medium
